text,username,timestamp
"@NIUKCommunity London 

Rent £650
Council Tax inc
Energy £10 a month for summer 
Water inc
TV license NA
Transportation £120
Wifi/mobile date Wi-Fi inc/ mobile data £9
Groceries £150
Clothing once in 3 or 5month £250
Entertainment £100",January 26 ❤️,Mon Jul 17 18:03:55 +0000 2023
"London In Jesus Name:

Rent £1500 (2bd)
Council Tax (£150)
Energy (£100)
Water (£100)
TV license (£90)
Transportation (£90)
Wifi/mobile date (£90)
Groceries (£100)
Clothing (£50)
Entertainment (£100)

Don’t say anything, just RT and move… “ape mo’ra eni la n pe temidire”",Digital Marketing Analyst | DataFestAfrica2024,Mon Jul 17 15:57:02 +0000 2023
"@KolaBilewu @NIUKCommunity I stay in Chelmsford. Essex
I believe 3 bedroom apartment 
/house Rent is from £2000 to £2500 per month 
Coucil tax is £185 per month
Energy is £250 
Water is £75
Tv license is £24
Wifi (virgin media ) is £95 
Groceries is £200
Entertainment is £150
Transport to London 150",JB_19,Mon Jul 17 10:01:13 +0000 2023
"@NIUKCommunity @KaptainObiwan Streatham, London.
Rent: £1500
Council Tax: £145
Energy: £250
Water: £21
TV License: N/A
Transport: £300 (myself &amp; Spouse)
Wi-Fi/Mobile: £100 (myself &amp; Spouse)
Groceries: £450-£500
Clothing: £500 (for when we want shop)
Entertainment: £100 (for when we eat out).",Ada,Mon Jul 17 09:02:44 +0000 2023
"Rent :- £800  PCM all inclusive (S.E london)
Council Tax N/A
Energy N/A
Water N/A
TV license £150 (annual) 
Transportation less than £150 fuel 
Wifi/mobile:  £25 unlimited everything with 3 (I own my phone outright) 

Groceries £25 
Clothing:- less £500py
Charity £10pm (shelter)",The Bricklayers Son 🧘🏾‍♂️🌳,Sun Jul 16 23:28:37 +0000 2023
"London:

Rent: £0
Council Tax: £0
Energy: £0
Water: £0
TV license£ 0
Transportation: £0
Wifi/mobile date: £0
Groceries: £0
Clothing: £0
Entertainment: £

Thank God for God and my sugar mummy &gt;&gt;&gt;&gt;&gt;&gt;",Bishop of the Diocese of Oyo,Sun Jul 16 19:30:16 +0000 2023
"London- Monthly expense
Rent - 1,800 2bedroom flat
Council Tax - £150
Energy -£60
Water -£60
TV license - £15
Transportation - £125
Wifi/mobile date -£60
Groceries -£250
Clothing - £50
Entertainment-
Road tax- £32
Parking tax-£25
Car finance - £150
£2,777",Ladyinred,Sun Jul 16 17:53:34 +0000 2023
"@NIUKCommunity London

Council Tax : £Haaa!😩
Energy :£Haa(always outside)
Water  :£Haa(always outside)
TV license :£Ha(no time to watch tv)
Transportation :£Haaa! 
Wifi/mobile date :£Haa(unlimited)
Groceries :£hanhan 
Clothing :£Ha 
Entertainment :£Ew!
Rent: £Haaàaaa!!!😭😭😭
Total=£🤕🤕🤕🤕",YemiMyLover,Sun Jul 16 11:39:26 +0000 2023
"Greenwich Peninsula, London

Rent: £2800 [2BR, 2T]
Council Tax: £185
Energy: £70
Heating: £35
Water: £30
TV license: £15
Transportation: £120
Wifi/mobile date: £21 / £31
Groceries: £150
Entertainment: £100 max",UGO 🇬🇧,Sun Jul 16 11:33:16 +0000 2023
"@NIUKCommunity @Oluomoofderby Average monthly bills in Swanley for a 2 bed house.

Rent £1300
Council Tax £170
Energy  £250
Water  £32
TV license £13.25
Transportation £200
Wifi/mobile date £45
Groceries £300
Clothing  £50
Entertainment £400",Jon Ogunbiyi,Sun Jul 16 09:12:26 +0000 2023
"@NIUKCommunity Northampton 
Rent 675
Council Tax 165
Energy 100
Water 30
TV license 15
Transportation 150
Wifi/mobile date 70
Groceries 200
Clothing 200/250 quarterly 
Entertainment wetin consign me
Car insurance 200",BABZZ🕙,Sun Jul 16 22:33:07 +0000 2023
"@NIUKCommunity Northampton 

Rent  £850 (2bed flat) city centre
Council Tax  137
Energy 100 each
Water £80 quarterly
TV license 0
Transportation 0
Wifi/mobile date £35
Groceries £100-£250
Clothing £200 maybe twice a year
Entertainment £30 (apple music, amazon prime)

£1330- £1680",Pheyi,Sun Jul 16 12:30:23 +0000 2023
"@NIUKCommunity Northampton 

Rent £678 2bed
Council Tax  £160
Energy £117
Water £44
TV license nil
Transportation £50
Wifi/mobile date £45
Groceries £200
Clothing not a monthly thing 
Entertainment £0",TemiT O,Sun Jul 16 09:51:11 +0000 2023
